ds,Room Type,OccupancyRate,Price,Bookings,Season,ExternalFactor,Academic Event
7/19/2022,Shared,1.05,61.5,4,Summer,1,0
7/19/2022,Suite,0.91,191,8,Summer,0,0
7/20/2022,Single,0.91,95.5,10,Summer,1,0
7/20/2022,Shared,0.6,48,9,Summer,0,0
7/20/2022,Suite,1.46,246,8,Summer,1,0
7/21/2022,Single,1.05,102.5,2,Summer,0,0
7/21/2022,Shared,1.19,65.7,8,Summer,0,0
7/21/2022,Suite,1.23,223,1,Summer,1,0
7/22/2022,Single,1.19,109.5,9,Summer,0,0
7/22/2022,Shared,1.09,62.7,10,Summer,1,0
7/22/2022,Suite,0.61,161,1,Summer,0,0
7/23/2022,Single,0.87,93.5,2,Summer,0,0
7/23/2022,Shared,1.4,72,10,Summer,1,0
7/23/2022,Suite,0.32,132,3,Summer,0,0
7/24/2022,Single,0.44,72,7,Summer,0,0
7/24/2022,Shared,1.46,73.8,5,Summer,1,0
7/24/2022,Suite,0.45,145,5,Summer,0,0
7/25/2022,Single,0.64,82,1,Summer,0,0
7/25/2022,Shared,1.29,68.7,7,Summer,1,0
7/25/2022,Suite,0.57,157,8,Summer,0,0
7/26/2022,Single,1.42,121,8,Summer,1,0
7/26/2022,Shared,0.47,44.1,5,Summer,0,0
7/26/2022,Suite,0.72,172,3,Summer,0,0
7/27/2022,Single,0.92,96,1,Summer,1,0
7/27/2022,Shared,0.35,40.5,9,Summer,0,0
7/27/2022,Suite,0.48,148,4,Summer,0,0
7/28/2022,Single,1.15,107.5,6,Summer,0,0
7/28/2022,Shared,0.86,55.8,3,Summer,0,0
7/28/2022,Suite,0.66,166,7,Summer,0,0
7/29/2022,Single,0.62,81,10,Summer,0,0
7/29/2022,Shared,0.97,59.1,2,Summer,0,0
7/29/2022,Suite,0.56,156,2,Summer,0,0
7/30/2022,Single,1.4,120,4,Summer,1,0
7/30/2022,Shared,1,60,3,Summer,1,0
7/30/2022,Suite,1.11,211,1,Summer,1,0
7/31/2022,Single,0.32,66,1,Summer,0,0
7/31/2022,Shared,0.53,45.9,0,Summer,0,0
7/31/2022,Suite,0.73,173,5,Summer,0,0
8/1/2022,Single,0.97,98.5,2,Summer,0,0
8/1/2022,Shared,0.92,57.6,6,Summer,1,0
8/1/2022,Suite,1.2,220,8,Summer,0,0
8/2/2022,Single,0.73,86.5,8,Summer,0,0
8/2/2022,Shared,0.68,50.4,7,Summer,0,0
8/2/2022,Suite,0.44,144,3,Summer,0,0
8/3/2022,Single,0.76,88,2,Summer,0,0
8/3/2022,Shared,1.02,60.6,1,Summer,0,0
8/3/2022,Suite,0.91,191,4,Summer,1,0
8/4/2022,Single,0.64,82,6,Summer,0,0
8/4/2022,Shared,1.18,65.4,5,Summer,0,0
8/4/2022,Suite,0.99,199,6,Summer,0,0
8/5/2022,Single,0.41,70.5,4,Summer,0,0
8/5/2022,Shared,0.79,53.7,2,Summer,0,0
8/5/2022,Suite,1.04,204,10,Summer,0,0
8/6/2022,Single,1.07,103.5,5,Summer,0,0
8/6/2022,Shared,1.05,61.5,10,Summer,0,0
8/6/2022,Suite,1.08,208,7,Summer,0,0
8/7/2022,Single,1.03,101.5,6,Summer,0,0
8/7/2022,Shared,1.13,63.9,2,Summer,1,0
8/7/2022,Suite,0.92,192,5,Summer,0,0
8/8/2022,Single,0.97,98.5,8,Summer,1,0
8/8/2022,Shared,0.52,45.6,4,Summer,0,0
8/8/2022,Suite,1.04,204,0,Summer,0,0
8/9/2022,Single,1.05,102.5,0,Summer,0,0
8/9/2022,Shared,1.01,60.3,0,Summer,0,0
8/9/2022,Suite,1.03,203,1,Summer,0,0
8/10/2022,Single,0.48,74,9,Summer,0,0
8/10/2022,Shared,1.04,61.2,0,Summer,0,0
8/10/2022,Suite,0.64,164,0,Summer,0,0
8/11/2022,Single,0.97,98.5,8,Summer,0,0
8/11/2022,Shared,0.84,55.2,2,Summer,0,0
8/11/2022,Suite,0.58,158,8,Summer,0,0
8/12/2022,Single,1.35,117.5,1,Summer,1,0
8/12/2022,Shared,0.65,49.5,0,Summer,0,0
8/12/2022,Suite,0.82,182,10,Summer,0,0
8/13/2022,Single,1.12,106,5,Summer,0,0
8/13/2022,Shared,0.79,53.7,9,Summer,0,0
8/13/2022,Suite,0.35,135,10,Summer,0,0
8/14/2022,Single,1.12,106,4,Summer,0,0
8/14/2022,Shared,0.69,50.7,8,Summer,0,0
8/14/2022,Suite,0.93,193,8,Summer,0,0
8/15/2022,Single,1.01,100.5,4,Summer,0,0
8/15/2022,Shared,1.08,62.4,5,Summer,1,0
8/15/2022,Suite,0.33,133,3,Summer,0,0
8/16/2022,Single,1.02,101,4,Summer,0,0
8/16/2022,Shared,0.66,49.8,4,Summer,0,0
8/16/2022,Suite,1.08,208,1,Summer,1,0
8/17/2022,Single,0.64,82,1,Summer,0,0
8/17/2022,Shared,0.58,47.4,7,Summer,0,0
8/17/2022,Suite,1.12,212,9,Summer,0,0
8/18/2022,Single,1.17,108.5,8,Summer,0,0
8/18/2022,Shared,0.75,52.5,8,Summer,0,0
8/18/2022,Suite,0.9,190,1,Summer,0,0
8/19/2022,Single,0.76,88,3,Summer,0,0
8/19/2022,Shared,0.3,39,8,Summer,0,0
8/19/2022,Suite,0.69,169,4,Summer,0,0
8/20/2022,Single,1.46,123,1,Summer,1,0
8/20/2022,Shared,0.78,53.4,2,Summer,0,0
8/20/2022,Suite,1.2,220,5,Summer,0,0
8/21/2022,Single,0.84,92,0,Summer,0,0
8/21/2022,Shared,0.76,52.8,4,Summer,0,0
8/21/2022,Suite,0.94,194,4,Summer,0,0
8/22/2022,Single,0.86,93,9,Summer,0,0
8/22/2022,Shared,1.1,63,0,Summer,0,0
8/22/2022,Suite,1.49,249,0,Summer,1,0
8/23/2022,Single,1.17,108.5,5,Summer,0,0
8/23/2022,Shared,1.02,60.6,9,Summer,0,0
8/23/2022,Suite,1.26,226,8,Summer,1,0
8/24/2022,Single,0.8,90,5,Summer,0,0
8/24/2022,Shared,1.06,61.8,0,Summer,1,0
8/24/2022,Suite,1.17,217,6,Summer,1,0
8/25/2022,Single,1.12,106,5,Summer,0,0
8/25/2022,Shared,0.81,54.3,7,Summer,0,0
8/25/2022,Suite,0.61,161,7,Summer,0,0
8/26/2022,Single,0.4,70,9,Summer,0,0
8/26/2022,Shared,1,60,8,Summer,0,0
8/26/2022,Suite,0.53,153,5,Summer,0,0
8/27/2022,Single,1.19,109.5,2,Summer,0,0
8/27/2022,Shared,1.12,63.6,1,Summer,0,0
8/27/2022,Suite,1.49,249,1,Summer,1,0
8/28/2022,Single,1.01,100.5,7,Summer,0,0
8/28/2022,Shared,0.82,54.6,3,Summer,0,0
8/28/2022,Suite,0.32,132,9,Summer,0,0
8/29/2022,Single,0.96,98,4,Summer,1,0
8/29/2022,Shared,0.51,45.3,4,Summer,0,0
8/29/2022,Suite,0.67,167,9,Summer,0,0
8/30/2022,Single,1.45,122.5,3,Summer,1,0
8/30/2022,Shared,0.4,42,9,Summer,0,0
8/30/2022,Suite,1.14,214,2,Summer,0,0
8/31/2022,Single,0.68,84,5,Summer,0,0
8/31/2022,Shared,1.27,68.1,2,Summer,1,0
8/31/2022,Suite,0.84,184,3,Summer,0,0
9/1/2022,Single,0.36,68,5,Fall,0,0
9/1/2022,Shared,0.21,36.3,2,Fall,0,0
9/1/2022,Suite,0.3,130,7,Fall,0,0
9/2/2022,Single,0.62,81,5,Fall,1,0
9/2/2022,Shared,0.23,36.9,2,Fall,0,0
9/2/2022,Suite,0.33,133,6,Fall,0,0
9/3/2022,Single,0.22,61,0,Fall,0,0
9/3/2022,Shared,0.75,52.5,8,Fall,0,0
9/3/2022,Suite,0.66,166,3,Fall,0,0
9/4/2022,Single,0.67,83.5,0,Fall,0,0
9/4/2022,Shared,0.61,48.3,9,Fall,1,0
9/4/2022,Suite,0.66,166,10,Fall,1,0
9/5/2022,Single,0.65,82.5,7,Fall,1,0
9/5/2022,Shared,0.76,52.8,6,Fall,1,0
9/5/2022,Suite,0.51,151,2,Fall,0,0
9/6/2022,Single,0.66,83,5,Fall,1,0
9/6/2022,Shared,0.78,53.4,1,Fall,0,0
9/6/2022,Suite,0.53,153,9,Fall,0,0
9/7/2022,Single,0.64,82,7,Fall,0,0
9/7/2022,Shared,0.68,50.4,6,Fall,1,0
9/7/2022,Suite,0.67,167,6,Fall,0,0
9/8/2022,Single,0.64,82,3,Fall,0,0
9/8/2022,Shared,0.77,53.1,7,Fall,1,0
9/8/2022,Suite,0.42,142,6,Fall,0,0
9/9/2022,Single,0.43,71.5,8,Fall,0,0
9/9/2022,Shared,0.22,36.6,8,Fall,0,0
9/9/2022,Suite,0.68,168,6,Fall,0,0
9/10/2022,Single,0.5,75,5,Fall,0,0
9/10/2022,Shared,0.41,42.3,0,Fall,0,0
9/10/2022,Suite,0.26,126,3,Fall,0,0
9/11/2022,Single,0.23,61.5,4,Fall,0,0
9/11/2022,Shared,0.31,39.3,10,Fall,0,0
9/11/2022,Suite,0.47,147,7,Fall,0,0
9/12/2022,Single,0.65,82.5,6,Fall,0,0
9/12/2022,Shared,0.55,46.5,0,Fall,0,0
9/12/2022,Suite,0.36,136,8,Fall,0,0
9/13/2022,Single,0.32,66,4,Fall,0,0
9/13/2022,Shared,0.25,37.5,5,Fall,0,0
9/13/2022,Suite,0.21,121,2,Fall,0,0
9/14/2022,Single,0.21,60.5,0,Fall,0,0
9/14/2022,Shared,0.79,53.7,3,Fall,1,0
9/14/2022,Suite,0.56,156,4,Fall,0,0
9/15/2022,Single,0.6,80,6,Fall,0,0
9/15/2022,Shared,0.37,41.1,3,Fall,0,0
9/15/2022,Suite,0.95,195,4,Fall,1,0
9/16/2022,Single,0.67,83.5,4,Fall,0,0
9/16/2022,Shared,0.73,51.9,3,Fall,1,0
9/16/2022,Suite,0.64,164,10,Fall,0,0
9/17/2022,Single,0.52,76,7,Fall,0,0
9/17/2022,Shared,0.65,49.5,1,Fall,0,0
9/17/2022,Suite,0.32,132,6,Fall,0,0
9/18/2022,Single,0.26,63,4,Fall,0,0
9/18/2022,Shared,0.55,46.5,1,Fall,0,0
9/18/2022,Suite,0.49,149,1,Fall,0,0
9/19/2022,Single,0.34,67,6,Fall,0,0
9/19/2022,Shared,0.62,48.6,5,Fall,0,0
9/19/2022,Suite,0.75,175,0,Fall,0,0
9/20/2022,Single,0.68,84,4,Fall,1,0
9/20/2022,Shared,0.41,42.3,7,Fall,0,0
9/20/2022,Suite,0.65,165,8,Fall,0,0
9/21/2022,Single,0.51,75.5,7,Fall,0,0
9/21/2022,Shared,0.74,52.2,6,Fall,0,0
9/21/2022,Suite,0.98,198,1,Fall,1,0
9/22/2022,Single,0.73,86.5,0,Fall,1,0
9/22/2022,Shared,0.53,45.9,2,Fall,0,0
9/22/2022,Suite,0.81,181,2,Fall,1,0
9/23/2022,Single,0.4,70,6,Fall,0,0
9/23/2022,Shared,0.28,38.4,7,Fall,0,0
9/23/2022,Suite,0.63,163,5,Fall,0,0
9/24/2022,Single,0.2,60,3,Fall,0,0
9/24/2022,Shared,0.67,50.1,3,Fall,0,0
9/24/2022,Suite,0.43,143,4,Fall,0,0
9/25/2022,Single,0.72,86,9,Fall,0,0
9/25/2022,Shared,0.87,56.1,7,Fall,1,0
9/25/2022,Suite,0.47,147,5,Fall,0,0
9/26/2022,Single,0.31,65.5,1,Fall,0,0
9/26/2022,Shared,0.78,53.4,9,Fall,0,0
9/26/2022,Suite,0.44,144,7,Fall,0,0
9/27/2022,Single,0.77,88.5,4,Fall,0,0
9/27/2022,Shared,0.55,46.5,9,Fall,0,0
9/27/2022,Suite,0.25,125,8,Fall,0,0
9/28/2022,Single,0.75,87.5,2,Fall,0,0
9/28/2022,Shared,0.42,42.6,0,Fall,0,0
9/28/2022,Suite,0.92,192,0,Fall,1,0
9/29/2022,Single,0.73,86.5,3,Fall,1,0
9/29/2022,Shared,0.46,43.8,0,Fall,0,0
9/29/2022,Suite,0.79,179,2,Fall,0,0
9/30/2022,Single,0.49,74.5,4,Fall,0,0
9/30/2022,Shared,0.95,58.5,4,Fall,1,0
9/30/2022,Suite,0.65,165,8,Fall,1,0
10/1/2022,Single,0.94,97,0,Fall,1,0
10/1/2022,Shared,0.25,37.5,2,Fall,0,0
10/1/2022,Suite,0.4,140,1,Fall,0,0
10/2/2022,Single,0.46,73,0,Fall,0,0
10/2/2022,Shared,0.58,47.4,10,Fall,0,0
10/2/2022,Suite,0.64,164,0,Fall,0,0
10/3/2022,Single,0.69,84.5,2,Fall,0,0
10/3/2022,Shared,0.24,37.2,1,Fall,0,0
10/3/2022,Suite,0.6,160,6,Fall,0,0
10/4/2022,Single,0.48,74,9,Fall,0,0
10/4/2022,Shared,0.24,37.2,7,Fall,0,0
10/4/2022,Suite,0.51,151,1,Fall,0,0
10/5/2022,Single,0.68,84,10,Fall,0,0
10/5/2022,Shared,0.53,45.9,0,Fall,0,0
10/5/2022,Suite,0.43,143,1,Fall,0,0
10/6/2022,Single,0.39,69.5,8,Fall,0,0
10/6/2022,Shared,0.76,52.8,7,Fall,1,0
10/6/2022,Suite,0.63,163,7,Fall,0,0
10/7/2022,Single,0.68,84,8,Fall,0,0
10/7/2022,Shared,0.73,51.9,10,Fall,0,0
10/7/2022,Suite,0.63,163,4,Fall,0,0
10/8/2022,Single,0.43,71.5,10,Fall,0,0
10/8/2022,Shared,0.53,45.9,1,Fall,0,0
10/8/2022,Suite,0.73,173,8,Fall,0,0
10/9/2022,Single,0.61,80.5,0,Fall,0,0
10/9/2022,Shared,0.23,36.9,8,Fall,0,0
10/9/2022,Suite,0.52,152,10,Fall,0,0
10/10/2022,Single,0.41,70.5,8,Fall,0,0
10/10/2022,Shared,0.69,50.7,5,Fall,0,0
10/10/2022,Suite,0.76,176,0,Fall,0,0
10/11/2022,Single,0.79,89.5,7,Fall,0,0
10/11/2022,Shared,0.69,50.7,9,Fall,0,0
10/11/2022,Suite,0.69,169,1,Fall,0,0
10/12/2022,Single,0.49,74.5,2,Fall,0,0
10/12/2022,Shared,0.76,52.8,7,Fall,0,0
10/12/2022,Suite,0.9,190,10,Fall,1,0
10/13/2022,Single,0.53,76.5,5,Fall,0,0
10/13/2022,Shared,0.22,36.6,10,Fall,0,0
10/13/2022,Suite,0.7,170,1,Fall,0,0
10/14/2022,Single,0.33,66.5,3,Fall,0,0
10/14/2022,Shared,0.66,49.8,6,Fall,0,0
10/14/2022,Suite,0.74,174,10,Fall,0,0
10/15/2022,Single,0.62,81,10,Fall,1,0
10/15/2022,Shared,0.24,37.2,8,Fall,0,0
10/15/2022,Suite,0.23,123,3,Fall,0,0
10/16/2022,Single,0.54,77,2,Fall,0,0
10/16/2022,Shared,0.65,49.5,2,Fall,0,0
10/16/2022,Suite,0.21,121,9,Fall,0,0
10/17/2022,Single,0.31,65.5,5,Fall,0,0
10/17/2022,Shared,0.71,51.3,0,Fall,0,0
10/17/2022,Suite,0.51,151,9,Fall,0,0
10/18/2022,Single,0.48,74,3,Fall,0,0
10/18/2022,Shared,0.22,36.6,8,Fall,0,0
10/18/2022,Suite,0.62,162,9,Fall,0,0
10/19/2022,Single,0.4,70,5,Fall,0,0
10/19/2022,Shared,0.25,37.5,3,Fall,0,0
10/19/2022,Suite,0.33,133,0,Fall,0,0
10/20/2022,Single,0.37,68.5,6,Fall,0,0
10/20/2022,Shared,0.57,47.1,4,Fall,0,0
10/20/2022,Suite,0.62,162,2,Fall,0,0
10/21/2022,Single,0.21,60.5,5,Fall,0,0
10/21/2022,Shared,0.73,51.9,2,Fall,0,0
10/21/2022,Suite,0.23,123,10,Fall,0,0
10/22/2022,Single,0.78,89,7,Fall,0,0
10/22/2022,Shared,0.32,39.6,8,Fall,0,0
10/22/2022,Suite,0.42,142,5,Fall,0,0
10/23/2022,Single,0.78,89,9,Fall,0,0
10/23/2022,Shared,0.75,52.5,9,Fall,0,0
10/23/2022,Suite,0.94,194,3,Fall,1,0
10/24/2022,Single,0.99,99.5,6,Fall,1,0
10/24/2022,Shared,0.77,53.1,4,Fall,0,0
10/24/2022,Suite,0.68,168,6,Fall,0,0
10/25/2022,Single,0.4,70,9,Fall,0,0
10/25/2022,Shared,0.77,53.1,1,Fall,1,0
10/25/2022,Suite,0.4,140,10,Fall,0,0
10/26/2022,Single,0.28,64,3,Fall,0,0
10/26/2022,Shared,0.65,49.5,3,Fall,1,0
10/26/2022,Suite,0.38,138,7,Fall,0,0
10/27/2022,Single,0.28,64,3,Fall,0,0
10/27/2022,Shared,0.79,53.7,6,Fall,0,0
10/27/2022,Suite,0.34,134,6,Fall,0,0
10/28/2022,Single,0.56,78,10,Fall,0,0
10/28/2022,Shared,0.34,40.2,1,Fall,0,0
10/28/2022,Suite,0.44,144,5,Fall,0,0
10/29/2022,Single,0.55,77.5,10,Fall,0,0
10/29/2022,Shared,0.84,55.2,2,Fall,1,0
10/29/2022,Suite,0.79,179,10,Fall,0,0
10/30/2022,Single,0.27,63.5,9,Fall,0,0
10/30/2022,Shared,0.44,43.2,3,Fall,0,0
10/30/2022,Suite,0.65,165,10,Fall,0,0
10/31/2022,Single,0.6,80,1,Fall,0,0
10/31/2022,Shared,0.89,56.7,8,Fall,1,0
10/31/2022,Suite,0.38,138,3,Fall,0,0
11/1/2022,Single,0.69,84.5,8,Fall,1,0
11/1/2022,Shared,0.4,42,5,Fall,0,0
11/1/2022,Suite,0.58,158,1,Fall,0,0
11/2/2022,Single,0.33,66.5,6,Fall,0,0
11/2/2022,Shared,0.75,52.5,1,Fall,0,0
11/2/2022,Suite,0.57,157,1,Fall,0,0
11/3/2022,Single,0.75,87.5,5,Fall,0,0
11/3/2022,Shared,0.74,52.2,4,Fall,0,0
11/3/2022,Suite,0.99,199,6,Fall,1,0
11/4/2022,Single,0.22,61,2,Fall,0,0
11/4/2022,Shared,0.6,48,8,Fall,0,0
11/4/2022,Suite,0.48,148,7,Fall,0,0
11/5/2022,Single,0.65,82.5,0,Fall,1,0
11/5/2022,Shared,0.43,42.9,5,Fall,0,0
11/5/2022,Suite,0.56,156,1,Fall,0,0
11/6/2022,Single,0.87,93.5,8,Fall,1,0
11/6/2022,Shared,0.45,43.5,2,Fall,0,0
11/6/2022,Suite,0.42,142,7,Fall,0,0
11/7/2022,Single,0.66,83,3,Fall,1,0
11/7/2022,Shared,0.22,36.6,9,Fall,0,0
11/7/2022,Suite,0.4,140,10,Fall,0,0
11/8/2022,Single,0.62,81,5,Fall,0,0
11/8/2022,Shared,0.3,39,8,Fall,0,0
11/8/2022,Suite,0.64,164,8,Fall,0,0
11/9/2022,Single,0.77,88.5,4,Fall,0,0
11/9/2022,Shared,0.61,48.3,3,Fall,0,0
11/9/2022,Suite,0.56,156,4,Fall,0,0
11/10/2022,Single,0.47,73.5,2,Fall,0,0
11/10/2022,Shared,0.75,52.5,9,Fall,1,0
11/10/2022,Suite,0.77,177,2,Fall,1,0
11/11/2022,Single,0.43,71.5,8,Fall,0,0
11/11/2022,Shared,0.2,36,9,Fall,0,0
11/11/2022,Suite,0.67,167,1,Fall,0,0
11/12/2022,Single,0.77,88.5,1,Fall,1,0
11/12/2022,Shared,0.71,51.3,4,Fall,1,0
11/12/2022,Suite,0.75,175,0,Fall,1,0
11/13/2022,Single,0.75,87.5,10,Fall,1,0
11/13/2022,Shared,0.23,36.9,9,Fall,0,0
11/13/2022,Suite,0.96,196,3,Fall,1,0
11/14/2022,Single,0.62,81,7,Fall,0,0
11/14/2022,Shared,0.74,52.2,2,Fall,0,0
11/14/2022,Suite,0.49,149,1,Fall,0,0
11/15/2022,Single,0.57,78.5,10,Fall,0,0
11/15/2022,Shared,0.29,38.7,4,Fall,0,0
11/15/2022,Suite,0.75,175,6,Fall,0,0
11/16/2022,Single,0.75,87.5,5,Fall,0,0
11/16/2022,Shared,0.72,51.6,4,Fall,0,0
11/16/2022,Suite,0.68,168,5,Fall,1,0
11/17/2022,Single,0.61,80.5,2,Fall,0,0
11/17/2022,Shared,0.44,43.2,1,Fall,0,0
11/17/2022,Suite,0.76,176,2,Fall,0,0
11/18/2022,Single,0.69,84.5,9,Fall,0,0
11/18/2022,Shared,0.45,43.5,0,Fall,0,0
11/18/2022,Suite,0.74,174,4,Fall,0,0
11/19/2022,Single,0.59,79.5,0,Fall,0,0
11/19/2022,Shared,0.57,47.1,3,Fall,0,0
11/19/2022,Suite,0.6,160,9,Fall,1,0
11/20/2022,Single,0.72,86,10,Fall,0,0
11/20/2022,Shared,0.58,47.4,5,Fall,0,0
11/20/2022,Suite,0.54,154,2,Fall,0,0
11/21/2022,Single,0.25,62.5,10,Fall,0,0
11/21/2022,Shared,0.79,53.7,5,Fall,0,0
11/21/2022,Suite,0.88,188,4,Fall,1,0
11/22/2022,Single,0.26,63,0,Fall,0,0
11/22/2022,Shared,0.91,57.3,10,Fall,1,0
11/22/2022,Suite,0.96,196,4,Fall,1,0
11/23/2022,Single,0.48,74,1,Fall,0,0
11/23/2022,Shared,0.67,50.1,6,Fall,1,0
11/23/2022,Suite,0.23,123,5,Fall,0,0
11/24/2022,Single,0.66,83,0,Fall,0,0
11/24/2022,Shared,0.28,38.4,0,Fall,0,0
11/24/2022,Suite,0.42,142,0,Fall,0,0
11/25/2022,Single,0.39,69.5,1,Fall,0,0
11/25/2022,Shared,0.74,52.2,10,Fall,1,0
11/25/2022,Suite,0.69,169,2,Fall,0,0
11/26/2022,Single,0.36,68,5,Fall,0,0
11/26/2022,Shared,0.75,52.5,8,Fall,1,0
11/26/2022,Suite,0.43,143,9,Fall,0,0
11/27/2022,Single,0.37,68.5,9,Fall,0,0
11/27/2022,Shared,0.67,50.1,0,Fall,1,0
11/27/2022,Suite,0.6,160,3,Fall,0,0
11/28/2022,Single,0.95,97.5,4,Fall,1,0
11/28/2022,Shared,0.58,47.4,1,Fall,0,0
11/28/2022,Suite,0.48,148,2,Fall,0,0
11/29/2022,Single,0.79,89.5,0,Fall,0,0
11/29/2022,Shared,0.47,44.1,2,Fall,0,0
11/29/2022,Suite,0.69,169,5,Fall,0,0
11/30/2022,Single,0.78,89,7,Fall,0,0
11/30/2022,Shared,0.26,37.8,1,Fall,0,0
11/30/2022,Suite,0.48,148,6,Fall,0,0
12/1/2022,Single,0.69,84.5,10,Winter,1,0
12/1/2022,Shared,0.16,34.8,4,Winter,0,0
12/1/2022,Suite,0.59,159,1,Winter,0,0
12/2/2022,Single,0.6,80,0,Winter,0,0
12/2/2022,Shared,0.6,48,3,Winter,1,0
12/2/2022,Suite,0.25,125,7,Winter,0,0
12/3/2022,Single,0.68,84,1,Winter,1,0
12/3/2022,Shared,0.19,35.7,1,Winter,0,0
12/3/2022,Suite,0.52,152,9,Winter,1,0
12/4/2022,Single,0.62,81,7,Winter,0,0
12/4/2022,Shared,0.29,38.7,3,Winter,0,0
12/4/2022,Suite,0.43,143,6,Winter,0,0
12/5/2022,Single,0.6,80,7,Winter,0,0
12/5/2022,Shared,0.37,41.1,4,Winter,0,0
12/5/2022,Suite,0.78,178,10,Winter,1,0
12/6/2022,Single,0.75,87.5,5,Winter,1,0
12/6/2022,Shared,0.5,45,7,Winter,0,0
12/6/2022,Suite,0.61,161,7,Winter,0,0
12/7/2022,Single,0.52,76,6,Winter,1,0
12/7/2022,Shared,0.4,42,9,Winter,0,0
12/7/2022,Suite,0.46,146,6,Winter,0,0
12/8/2022,Single,0.18,59,8,Winter,0,0
12/8/2022,Shared,0.47,44.1,9,Winter,0,0
12/8/2022,Suite,0.58,158,7,Winter,0,0
12/9/2022,Single,0.34,67,2,Winter,0,0
12/9/2022,Shared,0.61,48.3,8,Winter,0,0
12/9/2022,Suite,0.62,162,2,Winter,0,0
12/10/2022,Single,0.17,58.5,8,Winter,0,0
12/10/2022,Shared,0.3,39,10,Winter,0,0
12/10/2022,Suite,0.23,123,1,Winter,0,0
12/11/2022,Single,0.4,70,7,Winter,0,0
12/11/2022,Shared,0.49,44.7,3,Winter,1,0
12/11/2022,Suite,0.47,147,8,Winter,0,0
12/12/2022,Single,0.42,71,2,Winter,0,0
12/12/2022,Shared,0.19,35.7,8,Winter,0,0
12/12/2022,Suite,0.5,150,3,Winter,1,0
12/13/2022,Single,0.43,71.5,4,Winter,0,0
12/13/2022,Shared,0.46,43.8,5,Winter,0,0
12/13/2022,Suite,0.45,145,8,Winter,0,0
12/14/2022,Single,0.19,59.5,6,Winter,0,0
12/14/2022,Shared,0.24,37.2,6,Winter,0,0
12/14/2022,Suite,0.56,156,7,Winter,1,0
12/15/2022,Single,0.38,69,5,Winter,0,0
12/15/2022,Shared,0.64,49.2,8,Winter,1,0
12/15/2022,Suite,0.53,153,2,Winter,0,0
12/16/2022,Single,0.59,79.5,9,Winter,0,0
12/16/2022,Shared,0.44,43.2,4,Winter,0,0
12/16/2022,Suite,0.73,173,0,Winter,1,0
12/17/2022,Single,0.37,68.5,1,Winter,0,0
12/17/2022,Shared,0.66,49.8,9,Winter,1,0
12/17/2022,Suite,0.73,173,7,Winter,1,0
12/18/2022,Single,0.59,79.5,8,Winter,1,0
12/18/2022,Shared,0.55,46.5,10,Winter,1,0
12/18/2022,Suite,0.36,136,4,Winter,0,0
12/19/2022,Single,0.22,61,5,Winter,0,0
12/19/2022,Shared,0.24,37.2,10,Winter,0,0
12/19/2022,Suite,0.22,122,4,Winter,0,0
12/20/2022,Single,0.45,72.5,6,Winter,0,0
12/20/2022,Shared,0.52,45.6,9,Winter,1,0
12/20/2022,Suite,0.69,169,6,Winter,1,0
12/21/2022,Single,0.46,73,4,Winter,0,0
12/21/2022,Shared,0.55,46.5,9,Winter,0,0
12/21/2022,Suite,0.21,121,8,Winter,0,0
12/22/2022,Single,0.38,69,6,Winter,0,0
12/22/2022,Shared,0.52,45.6,2,Winter,0,0
12/22/2022,Suite,0.45,145,6,Winter,0,0
12/23/2022,Single,0.46,73,7,Winter,0,0
12/23/2022,Shared,0.6,48,10,Winter,0,0
12/23/2022,Suite,0.57,157,10,Winter,0,0
12/24/2022,Single,0.72,86,2,Winter,1,0
12/24/2022,Shared,0.61,48.3,5,Winter,0,0
12/24/2022,Suite,0.55,155,0,Winter,1,0
12/25/2022,Single,0.44,72,1,Winter,0,0
12/25/2022,Shared,0.53,45.9,9,Winter,0,0
12/25/2022,Suite,0.39,139,3,Winter,0,0
12/26/2022,Single,0.17,58.5,3,Winter,0,0
12/26/2022,Shared,0.39,41.7,9,Winter,0,0
12/26/2022,Suite,0.21,121,2,Winter,0,0
12/27/2022,Single,0.48,74,1,Winter,0,0
12/27/2022,Shared,0.42,42.6,0,Winter,0,0
12/27/2022,Suite,0.25,125,10,Winter,0,0
12/28/2022,Single,0.48,74,0,Winter,0,0
12/28/2022,Shared,0.34,40.2,0,Winter,0,0
12/28/2022,Suite,0.28,128,2,Winter,0,0
12/29/2022,Single,0.79,89.5,8,Winter,1,0
12/29/2022,Shared,0.54,46.2,5,Winter,1,0
12/29/2022,Suite,0.21,121,8,Winter,0,0
12/30/2022,Single,0.2,60,0,Winter,0,0
12/30/2022,Shared,0.65,49.5,0,Winter,1,0
12/30/2022,Suite,0.21,121,3,Winter,0,0
12/31/2022,Single,0.47,73.5,6,Winter,0,0
12/31/2022,Shared,0.34,40.2,8,Winter,0,0
12/31/2022,Suite,0.62,162,7,Winter,1,0
1/1/2023,Single,0.54,77,2,Winter,0,0
1/1/2023,Shared,0.5,45,3,Winter,0,0
1/1/2023,Suite,0.53,153,9,Winter,0,0
1/2/2023,Single,0.46,73,7,Winter,0,0
1/2/2023,Shared,0.38,41.4,1,Winter,0,0
1/2/2023,Suite,0.77,177,8,Winter,1,0
1/3/2023,Single,0.39,69.5,10,Winter,0,0
1/3/2023,Shared,0.45,43.5,6,Winter,0,0
1/3/2023,Suite,0.37,137,1,Winter,0,0
